iteration,backend,run_name,episode_reward_mean,policy_loss,value_loss,entropy
1,cleanrl,cleanrl_20260314_170702,68.0,-0.02383244037628174,0.4165983200073242,2.067981243133545
2,cleanrl,cleanrl_20260314_170702,68.5,-0.017918473109602928,0.45864081382751465,2.0545215606689453
3,cleanrl,cleanrl_20260314_170702,74.25,-0.030084742233157158,0.7343413829803467,2.0375962257385254
4,cleanrl,cleanrl_20260314_170702,95.75,0.0034099535550922155,0.6880457401275635,1.9902708530426025
5,cleanrl,cleanrl_20260314_170702,127.0,-0.02497132495045662,0.9293953776359558,1.9626835584640503
6,cleanrl,cleanrl_20260314_170702,139.75,-0.014955061487853527,1.112955927848816,1.892869234085083
7,cleanrl,cleanrl_20260314_170702,164.5,-0.019102156162261963,1.0889276266098022,1.8841480016708374
8,cleanrl,cleanrl_20260314_170702,164.0,0.008302214555442333,1.0071406364440918,1.81441330909729
